customer_id,log_id,timestamp,url,purchase_amount
474,111,2025-04-09T00:31:00,/product/1,0
36,112,2025-05-01T22:05:00,/product/2,0
340,113,2025-01-23T16:29:00,/product/2,0
342,114,2025-03-16T08:17:00,/product/2,0
152,115,2025-04-11T22:15:00,/product/1,0
341,116,2025-03-11T00:30:00,/product/1,0
155,117,2025-03-15T22:10:00,/checkout,60.77
108,118,2025-03-20T06:12:00,/checkout,0
165,119,2025-03-26T15:33:00,/cart,0
110,120,2025-04-04T01:21:00,/cart,191.97
377,121,2025-01-31T21:23:00,/home,0
340,122,2025-04-26T05:21:00,/checkout,0
420,123,2025-05-17T17:46:00,/product/1,0
116,124,2025-02-06T06:00:00,/product/1,0
126,125,2025-03-28T11:54:00,/checkout,14.57
213,126,2025-04-25T15:29:00,/checkout,0
357,127,2025-03-11T21:37:00,/cart,0
76,128,2025-04-30T10:21:00,/home,172.09
454,129,2025-01-20T09:41:00,/cart,0
412,130,2025-05-07T16:29:00,/checkout,0
286,131,2025-02-15T08:45:00,/home,0
411,132,2025-03-26T14:03:00,/checkout,119.09
487,133,2025-05-18T11:44:00,/cart,0
369,134,2025-04-02T21:24:00,/cart,109.57
460,135,2025-01-29T23:22:00,/cart,0
385,136,2025-02-15T00:12:00,/product/2,104.26
321,137,2025-02-13T13:16:00,/product/2,0
366,138,2025-02-22T00:21:00,/product/1,0
164,139,2025-04-09T07:57:00,/home,0
119,140,2025-03-11T17:30:00,/product/1,12.85
209,141,2025-03-02T05:38:00,/checkout,0
32,142,2025-02-07T15:40:00,/cart,0
395,143,2025-04-17T07:52:00,/home,153.12
195,144,2025-03-28T19:57:00,/home,59.72
200,145,2025-03-18T06:43:00,/checkout,109.23
309,146,2025-02-10T03:32:00,/cart,0
224,147,2025-03-30T09:48:00,/home,0
343,148,2025-05-04T15:12:00,/cart,168.1
471,149,2025-01-24T05:36:00,/checkout,0
465,150,2025-03-13T17:30:00,/checkout,0
14,151,2025-01-16T06:46:00,/cart,0
237,152,2025-02-03T01:59:00,/home,0
168,153,2025-02-08T12:45:00,/cart,0
390,154,2025-03-11T00:25:00,/product/2,166.38
130,155,2025-01-15T21:51:00,/cart,0
277,156,2025-01-10T11:33:00,/product/2,0
36,157,2025-04-29T15:33:00,/home,189.92
103,158,2025-01-04T17:02:00,/checkout,0
65,159,2025-03-28T05:01:00,/home,0
112,160,2025-03-26T15:45:00,/product/2,33.56
311,161,2025-05-17T03:44:00,/home,32.75
160,162,2025-01-20T16:17:00,/checkout,0
160,163,2025-04-15T19:41:00,/cart,0
367,164,2025-02-06T02:30:00,/home,0
426,165,2025-04-25T04:27:00,/product/1,0
396,166,2025-02-24T21:38:00,/checkout,159.25
290,167,2025-01-08T11:26:00,/product/2,0
339,168,2025-03-09T11:02:00,/home,0
175,169,2025-01-03T07:16:00,/cart,21.11
492,170,2025-03-07T22:25:00,/cart,87.1
376,171,2025-04-05T23:32:00,/product/2,0
471,172,2025-04-08T23:18:00,/cart,0
423,173,2025-05-14T01:54:00,/checkout,0
437,174,2025-02-14T16:35:00,/home,0
231,175,2025-02-14T09:27:00,/cart,0
343,176,2025-03-10T23:49:00,/product/2,0
436,177,2025-03-01T04:00:00,/product/1,0
182,178,2025-02-17T00:45:00,/product/2,0
306,179,2025-05-08T15:31:00,/product/2,0
265,180,2025-02-04T18:44:00,/home,0
209,181,2025-03-30T22:37:00,/checkout,138.12
331,182,2025-05-10T14:05:00,/cart,0
9,183,2025-01-17T22:33:00,/product/2,0
355,184,2025-02-14T07:00:00,/product/2,0
189,185,2025-03-28T03:42:00,/checkout,0
218,186,2025-05-16T19:02:00,/checkout,0
360,187,2025-03-24T14:26:00,/product/2,0
119,188,2025-01-22T23:09:00,/product/1,0
381,189,2025-04-08T13:13:00,/product/1,0
379,190,2025-03-30T03:29:00,/product/2,195.32
269,191,2025-04-19T15:25:00,/product/2,166.53
152,192,2025-02-11T09:53:00,/product/2,0
8,193,2025-05-09T21:22:00,/checkout,0
24,194,2025-01-10T22:13:00,/checkout,0
484,195,2025-01-23T23:43:00,/cart,0
7,196,2025-04-15T12:07:00,/product/2,0
226,197,2025-03-04T00:34:00,/product/1,50.5
442,198,2025-03-28T23:13:00,/home,80.14
38,199,2025-04-16T01:02:00,/home,0
416,200,2025-04-13T11:05:00,/product/2,0
128,201,2025-01-22T13:31:00,/checkout,121.26
405,202,2025-04-23T13:54:00,/product/1,76.08
466,203,2025-03-22T14:16:00,/product/2,198.01
157,204,2025-04-14T12:22:00,/checkout,0
492,205,2025-05-15T17:29:00,/home,41.56
109,206,2025-02-18T04:15:00,/home,0
89,207,2025-04-11T11:41:00,/home,0
210,208,2025-03-24T00:16:00,/checkout,0
17,209,2025-02-12T03:20:00,/product/2,140.6
233,210,2025-01-13T22:59:00,/product/1,157.57
321,211,2025-04-18T08:49:00,/product/1,0
279,212,2025-02-10T22:12:00,/product/1,165.33
37,213,2025-01-11T20:33:00,/product/1,119.01
423,214,2025-04-14T14:54:00,/product/2,0
240,215,2025-05-06T08:52:00,/product/2,0
483,216,2025-02-19T13:27:00,/checkout,0
225,217,2025-01-15T15:27:00,/checkout,0
222,218,2025-05-14T17:13:00,/product/2,0
14,219,2025-01-17T15:00:00,/product/1,167.19
295,220,2025-04-17T21:10:00,/home,134.46
138,221,2025-04-15T21:39:00,/home,35.04
266,222,2025-04-29T14:29:00,/cart,36.3
300,223,2025-03-21T08:24:00,/cart,94.0
210,224,2025-03-02T16:14:00,/product/2,0
440,225,2025-01-30T06:39:00,/product/2,0
254,226,2025-02-22T11:14:00,/cart,110.02
233,227,2025-01-17T00:44:00,/product/2,0
60,228,2025-03-15T13:52:00,/checkout,0.23
446,229,2025-04-09T18:37:00,/cart,0
97,230,2025-04-05T09:05:00,/product/2,0
256,231,2025-04-24T20:27:00,/cart,40.71
282,232,2025-01-24T20:24:00,/product/2,0
358,233,2025-03-30T05:44:00,/home,0
323,234,2025-04-21T20:12:00,/product/1,62.15
8,235,2025-04-11T12:49:00,/cart,0
431,236,2025-01-21T15:43:00,/cart,129.54
79,237,2025-04-01T17:26:00,/product/2,0
140,238,2025-03-17T15:18:00,/cart,48.75
283,239,2025-01-27T07:57:00,/cart,0
307,240,2025-04-03T12:32:00,/product/1,55.25
405,241,2025-03-17T12:54:00,/product/2,101.55
421,242,2025-01-01T11:12:00,/product/2,167.5
297,243,2025-05-01T03:19:00,/cart,89.31
248,244,2025-03-04T19:52:00,/product/2,0
279,245,2025-03-10T16:03:00,/cart,173.92
358,246,2025-02-13T11:21:00,/checkout,0
439,247,2025-03-16T18:42:00,/home,0
243,248,2025-05-09T09:11:00,/cart,0
340,249,2025-04-29T16:42:00,/product/1,0
19,250,2025-01-23T23:34:00,/checkout,66.4
52,251,2025-03-22T03:43:00,/home,0
234,252,2025-01-03T19:03:00,/product/1,0
336,253,2025-01-29T02:24:00,/home,0
497,254,2025-02-18T05:54:00,/product/2,0
204,255,2025-04-29T07:10:00,/home,170.47
440,256,2025-04-08T03:25:00,/cart,125.36
455,257,2025-05-19T05:52:00,/cart,7.18
36,258,2025-02-12T17:43:00,/product/2,149.35
223,259,2025-01-18T22:06:00,/home,0
356,260,2025-02-24T12:23:00,/home,0
408,261,2025-01-11T05:11:00,/product/2,0
221,262,2025-01-27T12:00:00,/product/1,0
290,263,2025-05-05T02:49:00,/product/1,0
41,264,2025-04-21T22:54:00,/cart,0
124,265,2025-04-01T14:20:00,/checkout,0
237,266,2025-04-27T03:02:00,/product/2,0
342,267,2025-01-02T17:03:00,/cart,135.52
81,268,2025-01-14T10:42:00,/cart,197.53
154,269,2025-04-27T07:33:00,/cart,0
234,270,2025-02-24T23:59:00,/product/1,170.67
55,271,2025-02-13T04:22:00,/cart,0
295,272,2025-02-23T20:41:00,/product/2,0
425,273,2025-04-30T19:50:00,/cart,0
290,274,2025-05-05T20:18:00,/home,149.03
427,275,2025-02-22T02:24:00,/product/1,0
181,276,2025-02-09T20:50:00,/product/1,0
348,277,2025-05-18T13:10:00,/product/1,0
463,278,2025-04-25T05:24:00,/home,0
226,279,2025-01-07T01:46:00,/checkout,0
68,280,2025-01-17T09:47:00,/product/2,0
213,281,2025-02-01T23:22:00,/product/1,0
277,282,2025-03-08T14:27:00,/checkout,0
140,283,2025-01-30T22:54:00,/product/2,188.84
496,284,2025-02-23T17:29:00,/product/2,93.67
39,285,2025-01-26T14:58:00,/product/1,144.84
204,286,2025-04-12T10:56:00,/product/2,0
203,287,2025-01-03T12:48:00,/product/2,0
233,288,2025-03-09T02:22:00,/product/2,0
422,289,2025-04-27T05:51:00,/product/2,0
120,290,2025-03-27T19:54:00,/home,0
483,291,2025-04-13T04:49:00,/product/2,44.27
33,292,2025-04-26T16:07:00,/cart,60.44
210,293,2025-01-22T05:45:00,/product/1,0
20,294,2025-02-25T09:47:00,/cart,0
121,295,2025-04-08T20:34:00,/product/1,0
190,296,2025-05-03T01:23:00,/checkout,0
381,297,2025-05-13T06:33:00,/product/1,130.98
427,298,2025-03-31T01:59:00,/checkout,0
488,299,2025-02-20T22:12:00,/home,0
112,300,2025-03-22T17:10:00,/cart,171.09
51,301,2025-05-05T19:46:00,/product/2,0
331,302,2025-03-07T07:04:00,/home,0
98,303,2025-01-23T05:43:00,/cart,0
109,304,2025-04-27T19:38:00,/checkout,10.12
171,305,2025-02-14T08:10:00,/product/1,41.04
425,306,2025-04-11T21:22:00,/product/1,0
417,307,2025-02-12T09:59:00,/product/2,157.73
306,308,2025-01-01T12:23:00,/product/2,28.94
67,309,2025-04-09T08:14:00,/product/2,21.99
444,310,2025-01-05T16:38:00,/product/1,0
405,311,2025-02-13T07:32:00,/checkout,0
90,312,2025-02-18T07:24:00,/home,0
216,313,2025-04-06T18:30:00,/home,95.25
399,314,2025-03-07T21:46:00,/checkout,0
232,315,2025-04-02T17:18:00,/product/1,8.67
402,316,2025-04-30T22:47:00,/checkout,0
330,317,2025-01-06T16:05:00,/home,169.46
219,318,2025-05-05T21:36:00,/home,0
466,319,2025-03-22T17:57:00,/home,64.42
76,320,2025-01-12T22:58:00,/product/1,0
325,321,2025-04-17T13:29:00,/checkout,76.18
306,322,2025-04-07T14:02:00,/product/2,0
310,323,2025-03-20T07:34:00,/home,22.88
336,324,2025-04-29T11:53:00,/checkout,43.0
232,325,2025-02-11T14:18:00,/cart,0
233,326,2025-03-14T14:04:00,/cart,62.51
161,327,2025-05-02T01:54:00,/product/2,0
79,328,2025-05-06T00:46:00,/cart,0
426,329,2025-01-16T12:57:00,/home,0
382,330,2025-05-15T11:50:00,/product/2,111.27
301,331,2025-04-13T05:36:00,/checkout,0
63,332,2025-03-16T18:51:00,/product/2,188.23
217,333,2025-05-12T06:21:00,/home,120.08
181,334,2025-01-19T20:38:00,/checkout,0
80,335,2025-04-30T13:19:00,/cart,0
56,336,2025-03-05T17:40:00,/checkout,0
391,337,2025-02-20T17:04:00,/checkout,0
220,338,2025-04-13T02:53:00,/checkout,0
330,339,2025-04-12T08:25:00,/home,0
337,340,2025-05-07T05:49:00,/product/2,0
140,341,2025-05-08T22:08:00,/product/2,70.2
93,342,2025-01-27T01:52:00,/checkout,0
36,343,2025-01-26T19:51:00,/home,0
272,344,2025-02-09T03:55:00,/cart,0
175,345,2025-01-29T15:43:00,/product/2,0
167,346,2025-04-14T07:51:00,/checkout,0
27,347,2025-01-29T07:44:00,/product/1,9.95
42,348,2025-02-19T12:50:00,/cart,0
249,349,2025-04-21T12:21:00,/cart,0
111,350,2025-05-18T10:23:00,/checkout,0
221,351,2025-01-21T04:29:00,/product/2,0
304,352,2025-03-30T14:07:00,/checkout,0
24,353,2025-02-10T03:27:00,/cart,10.96
105,354,2025-02-24T20:55:00,/product/1,152.83
149,355,2025-03-01T17:35:00,/home,0
383,356,2025-03-20T09:33:00,/product/1,0
273,357,2025-05-09T02:23:00,/product/1,0
427,358,2025-05-02T14:44:00,/product/2,0
442,359,2025-05-16T02:01:00,/home,0
236,360,2025-01-15T04:11:00,/product/2,0
294,361,2025-03-15T14:57:00,/cart,0
208,362,2025-01-04T19:07:00,/product/2,0
486,363,2025-04-23T12:37:00,/cart,183.95
46,364,2025-03-21T12:01:00,/home,0
302,365,2025-03-14T21:35:00,/checkout,0
446,366,2025-02-26T11:36:00,/product/2,0
399,367,2025-01-31T14:34:00,/home,0
59,368,2025-04-07T14:14:00,/checkout,0
398,369,2025-03-05T14:26:00,/product/2,163.79
418,370,2025-01-27T21:16:00,/product/1,0
132,371,2025-02-05T21:53:00,/product/1,0
390,372,2025-05-19T04:47:00,/home,0
396,373,2025-04-25T07:33:00,/cart,0
289,374,2025-05-19T07:57:00,/checkout,0
474,375,2025-04-13T18:18:00,/checkout,0
498,376,2025-04-25T04:21:00,/product/2,0
35,377,2025-03-27T08:44:00,/cart,0
408,378,2025-02-20T00:04:00,/checkout,0
260,379,2025-01-14T12:08:00,/product/2,0
20,380,2025-01-11T08:33:00,/product/2,15.35
443,381,2025-01-17T10:30:00,/checkout,0
197,382,2025-03-26T05:37:00,/checkout,0
406,383,2025-05-15T12:23:00,/home,0
415,384,2025-04-15T01:36:00,/product/1,0
244,385,2025-04-02T06:30:00,/product/1,90.1
416,386,2025-03-04T12:30:00,/home,0
89,387,2025-01-08T03:00:00,/product/1,198.2
269,388,2025-04-06T03:55:00,/checkout,0
191,389,2025-02-21T11:58:00,/cart,0
174,390,2025-05-04T14:08:00,/checkout,0
324,391,2025-04-28T20:07:00,/product/2,0
49,392,2025-04-12T13:46:00,/cart,0
371,393,2025-04-30T12:34:00,/checkout,66.67
299,394,2025-05-01T19:21:00,/product/1,62.05
336,395,2025-05-08T03:42:00,/cart,0
363,396,2025-01-16T10:08:00,/product/2,0
330,397,2025-03-01T19:08:00,/product/1,0
425,398,2025-05-15T11:45:00,/checkout,0
344,399,2025-03-19T01:53:00,/checkout,0
186,400,2025-02-26T05:27:00,/product/1,68.35
393,401,2025-03-30T12:33:00,/product/1,0
71,402,2025-01-29T04:57:00,/home,0
404,403,2025-01-19T09:53:00,/checkout,167.02
453,404,2025-04-06T20:27:00,/home,0
449,405,2025-04-23T12:13:00,/product/1,0
79,406,2025-01-30T12:52:00,/product/1,154.22
415,407,2025-01-31T03:15:00,/cart,0
187,408,2025-05-04T03:04:00,/product/1,122.12
386,409,2025-05-17T06:24:00,/cart,0
123,410,2025-02-26T08:05:00,/cart,38.8
348,411,2025-04-14T20:12:00,/cart,0
145,412,2025-03-11T12:25:00,/checkout,0
495,413,2025-01-30T12:02:00,/product/1,27.68
129,414,2025-01-10T11:58:00,/cart,110.91
53,415,2025-05-10T12:09:00,/checkout,57.01
391,416,2025-01-30T04:24:00,/product/2,0
263,417,2025-01-27T19:46:00,/cart,0
467,418,2025-02-10T10:05:00,/cart,186.09
213,419,2025-01-10T16:40:00,/cart,0
121,420,2025-03-12T07:11:00,/home,0
15,421,2025-02-28T00:21:00,/home,129.99
406,422,2025-01-27T14:05:00,/product/1,0
470,423,2025-03-28T00:11:00,/product/1,93.82
316,424,2025-01-01T22:56:00,/home,0
111,425,2025-01-28T05:15:00,/checkout,121.78
217,426,2025-01-21T05:46:00,/product/2,0
63,427,2025-01-09T16:37:00,/product/1,0
407,428,2025-04-24T09:06:00,/cart,0
429,429,2025-04-01T23:47:00,/checkout,0
324,430,2025-04-04T19:42:00,/checkout,0
74,431,2025-02-23T00:35:00,/cart,0
181,432,2025-02-13T19:02:00,/checkout,0
341,433,2025-05-02T15:28:00,/home,0
185,434,2025-01-13T07:41:00,/checkout,0
403,435,2025-04-03T09:50:00,/checkout,0
448,436,2025-03-27T14:03:00,/home,0
192,437,2025-02-16T04:12:00,/home,0
35,438,2025-03-04T18:27:00,/product/1,125.65
396,439,2025-04-16T22:22:00,/product/2,0
181,440,2025-04-10T09:34:00,/product/2,35.02
399,441,2025-05-05T15:25:00,/cart,95.71
94,442,2025-01-25T13:10:00,/home,188.72
19,443,2025-02-23T10:04:00,/product/1,0
103,444,2025-01-08T15:05:00,/product/2,103.08
418,445,2025-04-09T20:32:00,/cart,0
386,446,2025-04-28T18:21:00,/product/1,0
442,447,2025-01-09T16:51:00,/product/2,0
410,448,2025-03-08T23:54:00,/cart,148.66
459,449,2025-03-12T09:16:00,/product/2,99.24
255,450,2025-03-08T20:57:00,/checkout,0
43,451,2025-05-13T08:40:00,/cart,0
309,452,2025-02-02T20:25:00,/checkout,0
53,453,2025-01-15T13:49:00,/product/2,0
157,454,2025-03-23T04:14:00,/checkout,33.33
228,455,2025-03-05T23:55:00,/cart,0
446,456,2025-03-06T04:21:00,/checkout,54.91
406,457,2025-01-11T10:36:00,/home,0
208,458,2025-03-08T03:19:00,/checkout,135.88
488,459,2025-01-06T16:03:00,/product/1,135.62
225,460,2025-01-07T08:02:00,/product/1,0
399,461,2025-04-28T10:45:00,/product/2,0
487,462,2025-04-14T06:19:00,/home,0
348,463,2025-03-23T21:44:00,/product/2,0
391,464,2025-01-14T23:55:00,/checkout,0
188,465,2025-03-14T11:02:00,/product/2,0
128,466,2025-01-21T15:39:00,/home,99.81
199,467,2025-04-13T05:59:00,/home,0
134,468,2025-05-09T03:59:00,/cart,0
314,469,2025-02-21T23:42:00,/cart,0
70,470,2025-01-14T11:32:00,/cart,0
366,471,2025-03-23T00:43:00,/home,193.51
164,472,2025-05-02T13:50:00,/product/2,110.0
149,473,2025-02-24T14:31:00,/product/1,185.46
327,474,2025-02-01T16:36:00,/product/2,0
63,475,2025-02-06T14:05:00,/product/1,0
253,476,2025-01-05T18:50:00,/product/2,0
189,477,2025-03-27T02:07:00,/checkout,0
453,478,2025-01-16T16:40:00,/home,0
368,479,2025-05-11T20:47:00,/cart,0
394,480,2025-03-16T12:50:00,/checkout,0
498,481,2025-02-27T17:06:00,/home,0
349,482,2025-04-05T04:22:00,/product/2,0
425,483,2025-04-11T08:40:00,/checkout,0
495,484,2025-01-24T11:45:00,/cart,0
445,485,2025-01-11T02:06:00,/home,0
156,486,2025-01-30T23:23:00,/product/1,0
364,487,2025-02-11T01:05:00,/product/2,103.78
146,488,2025-01-15T08:32:00,/product/2,0
490,489,2025-04-11T06:39:00,/product/2,0
156,490,2025-04-22T20:28:00,/checkout,0
329,491,2025-01-31T16:46:00,/checkout,30.84
338,492,2025-04-24T16:23:00,/checkout,0
474,493,2025-04-13T14:29:00,/home,5.67
24,494,2025-04-27T18:33:00,/checkout,0
108,495,2025-04-15T03:42:00,/cart,0
16,496,2025-04-01T15:57:00,/checkout,0
490,497,2025-02-24T23:52:00,/cart,0
414,498,2025-05-05T16:46:00,/cart,0
38,499,2025-05-06T08:35:00,/home,0
213,500,2025-03-30T03:43:00,/cart,0
311,501,2025-01-27T03:41:00,/product/2,63.86
441,502,2025-03-04T20:56:00,/cart,0
190,503,2025-04-04T17:58:00,/checkout,0
124,504,2025-03-26T22:02:00,/home,0
127,505,2025-01-26T15:30:00,/home,0
485,506,2025-03-11T22:22:00,/checkout,0
493,507,2025-01-30T01:44:00,/product/2,144.23
98,508,2025-01-30T00:10:00,/cart,93.36
451,509,2025-02-26T04:02:00,/cart,0
484,510,2025-03-13T14:06:00,/checkout,0
124,511,2025-02-09T03:58:00,/checkout,0
26,512,2025-02-21T05:15:00,/cart,0
432,513,2025-04-30T02:30:00,/cart,0
5,514,2025-01-20T13:39:00,/cart,0
136,515,2025-05-13T10:31:00,/product/2,73.19
206,516,2025-01-10T07:30:00,/checkout,0
186,517,2025-04-11T17:04:00,/product/2,0
259,518,2025-03-23T23:37:00,/checkout,0
320,519,2025-05-04T20:42:00,/checkout,0
500,520,2025-01-18T14:24:00,/cart,0
174,521,2025-04-12T13:12:00,/product/2,39.81
261,522,2025-03-15T01:41:00,/checkout,0
20,523,2025-01-25T22:43:00,/product/2,103.87
77,524,2025-04-21T08:47:00,/checkout,0
477,525,2025-04-22T14:32:00,/product/2,0
316,526,2025-05-15T14:08:00,/product/2,0
260,527,2025-04-03T18:58:00,/checkout,0
289,528,2025-02-24T13:48:00,/cart,73.67
345,529,2025-01-20T22:52:00,/cart,0
408,530,2025-05-13T00:59:00,/home,0
136,531,2025-04-30T08:19:00,/checkout,0
370,532,2025-01-10T08:22:00,/checkout,0
269,533,2025-04-25T12:15:00,/checkout,76.04
421,534,2025-05-04T22:08:00,/product/1,0
486,535,2025-05-08T12:37:00,/home,0
226,536,2025-02-27T02:32:00,/cart,0
354,537,2025-02-07T02:48:00,/cart,0
314,538,2025-03-27T20:28:00,/home,103.74
288,539,2025-03-01T04:09:00,/cart,0
161,540,2025-02-01T12:38:00,/cart,68.47
182,541,2025-05-04T00:54:00,/product/2,0
99,542,2025-02-14T21:03:00,/product/2,0
116,543,2025-02-24T04:17:00,/product/2,138.05
251,544,2025-02-27T17:10:00,/cart,0
479,545,2025-05-12T08:59:00,/product/2,0
294,546,2025-05-04T04:12:00,/checkout,0
203,547,2025-03-04T19:54:00,/product/1,0
148,548,2025-05-11T00:07:00,/home,0
227,549,2025-04-30T09:59:00,/product/2,42.8
424,550,2025-04-09T01:04:00,/product/2,139.23
71,551,2025-01-20T21:13:00,/checkout,47.86
26,552,2025-05-02T22:32:00,/checkout,0
120,553,2025-01-10T13:20:00,/home,0
368,554,2025-03-27T23:57:00,/home,0
71,555,2025-01-01T22:38:00,/checkout,31.59
335,556,2025-03-28T14:21:00,/cart,0
388,557,2025-02-22T06:59:00,/product/2,0
31,558,2025-01-17T06:51:00,/checkout,0
379,559,2025-05-12T15:20:00,/home,35.01
452,560,2025-02-02T00:01:00,/home,79.4
254,561,2025-02-03T22:00:00,/product/2,1.85
291,562,2025-04-20T17:35:00,/home,67.01
233,563,2025-04-27T17:56:00,/checkout,0
456,564,2025-01-25T10:19:00,/checkout,0
99,565,2025-01-21T12:09:00,/product/2,0
235,566,2025-04-29T00:24:00,/product/2,2.82
173,567,2025-02-23T16:58:00,/checkout,0
99,568,2025-02-01T22:44:00,/checkout,179.41
424,569,2025-03-19T20:39:00,/checkout,0
206,570,2025-05-02T20:01:00,/home,0
72,571,2025-03-28T22:01:00,/product/2,1.37
197,572,2025-02-12T21:00:00,/cart,190.81
155,573,2025-04-17T00:48:00,/checkout,0
335,574,2025-03-07T10:54:00,/product/1,0
61,575,2025-03-26T17:20:00,/product/2,0
352,576,2025-04-02T11:32:00,/product/2,0
328,577,2025-02-23T17:02:00,/product/2,0
113,578,2025-01-25T07:34:00,/cart,0
383,579,2025-04-21T06:30:00,/product/2,0
282,580,2025-03-27T17:04:00,/checkout,165.12
